molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1822971,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCc5ccccc54)cc32)c(C)c1C(=O)N1CCN(C)CC1,active,545.665,3.26324,2,5,7.397940009
CHEMBL1822972,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCO)cc(Br)c21,active,501.337,1.5113,4,6,7.187086643
CHEMBL1822973,COc1ccc2c(c1Cl)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,359.769,2.0693,3,5,7.677780705
CHEMBL445958,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCC(O)CC1,active,624.713,5.7519,1,9,7.48148606
CHEMBL500536,COc1cc2nccc(Oc3ccc(-c4cnc(C(NC(=O)CCSC)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,614.699,5.9028,1,9,7.283996656
CHEMBL449159,COc1cc2nccc(Oc3ccc(-c4cnc(C(NC(=O)N(C)C)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,583.62,5.3047,1,8,6.434152181
CHEMBL1822974,Oc1ccc(Cc2nnc3ncc(-c4cccs4)nn23)cc1,active,309.354,2.5442,1,7,8.397940009
CHEMBL1822975,Fc1ccc(Cc2nnc3ncc(-c4ccccc4)nn23)cc1,active,305.316,2.9162,0,5,7.301029996
CHEMBL1823123,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(C(=O)C4CCCO4)sc23)c(F)c1,active,535.622,5.6451,2,7,6.886056648
CHEMBL1823124,Cn1cnc(-c2cc3cccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,active,516.623,6.2889,2,6,7.537602002
CHEMBL461832,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5cccc(F)c5)n(C)c4=O)cc3F)c2cc1OC,active,516.504,5.8268,1,8,7.420216403
CHEMBL1823125,CNC(=O)c1ccc(-c2ccc3nnc(COc4ccnc5cc(OC)ccc45)n3n2)cc1,active,440.463,3.2867,1,8,8.22184875
CHEMBL461648,COc1cc2nccc(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,497.526,5.5349,0,7,7.408935393
CHEMBL449833,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,623.729,5.5426,0,9,8.036212173
CHEMBL500834,COc1cc2nccc(Oc3ccc(-c4cnc(C(NC(=O)CN(C)C)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,active,597.647,4.7113,1,9,7.522878745
CHEMBL444560,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,628.676,5.7665,0,9,7.769551079
CHEMBL461831,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)c2cc1OC,active,516.504,5.8268,1,8,7.853871964
CHEMBL1823126,Fc1ccc(Cc2nnc3ncc(-c4cccs4)nn23)cc1,active,311.345,2.9777,0,6,7.886056648
CHEMBL1823127,COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)nc3)c2cc1OC,active,474.542,4.495,2,7,7.522878745
CHEMBL1823128,CN1CCN(CCCNC(=O)c2cc(Br)c3c(c2)NC(=O)/C3=N\NC(=O)Cc2ccc3c(c2)CCO3)CC1,active,583.487,1.7664,3,7,9
CHEMBL1823248,O=C(Cc1ccc(O)c(Cl)c1)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21,active,530.412,3.0707,4,6,7.585026652
CHEMBL1823249,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(Br)cc21,active,374.194,2.1698,3,4,7.619788758
CHEMBL1823250,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2cccc(Cl)c21,active,329.743,2.0607,3,4,8.096910013
CHEMBL1823251,Cc1ccc2c(c1Br)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,388.221,2.47822,3,4,7.638272164
CHEMBL518511,COc1cc2nccc(Oc3ccc(NC(=O)Cc4ccccc4)nc3)c2cc1OC,active,415.449,4.6205,1,6,6.397940009
CHEMBL461119,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)CN4CCCC4)nc3)c2cc1OC,active,451.483,3.1832,2,8,6.301029996
CHEMBL1823252,O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CC[C@H](O)C3)cc(Br)c21,active,570.444,1.5856,4,7,9
CHEMBL1823253,Oc1ccc(Cn2cnc3ncc(-c4cccs4)nc32)cc1,active,308.366,3.3087,1,6,6.823908741
CHEMBL1823254,Fc1ccc(Cn2nnc3ncc(-c4ccc(OCCN5CCOCC5)cc4)nc32)cc1,active,434.475,2.7867,0,8,6.769551079
CHEMBL1823255,COC(=O)c1ccc2c(c1)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,353.334,1.1939,3,6,7.366531544
CHEMBL1823256,CC(C(=O)N/N=C1\C(=O)Nc2cccc(-c3cccc(F)c3)c21)c1ccc(O)cc1,active,403.413,3.7744,3,4,6.853871964
CHEMBL1823257,O=C(Cc1ccc2c(c1)OCO2)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,392.198,2.7372,2,5,6.958607315
CHEMBL1823258,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)O)c(Cl)c21)c1ccc(F)cc1,active,389.77,2.7534,3,4,6.638272164
CHEMBL1823260,O=C(Cc1ccc(O)nc1)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21,active,496.955,1.8123,4,7,6.244125144
CHEMBL1823261,CC(C(=O)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc2c(c1)OCO2,active,406.225,3.2982,2,5,6.585026652
CHEMBL1823262,Cc1cc(CCN2CCCC2)c(C)c2c1N(CCN1CCCCC1)C(=O)/C2=N\NC(=O)C(C)c1ccc(O)cc1,active,545.728,4.10384,2,6,6.698970004
CHEMBL1823264,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(F)cc21,active,313.288,1.5464,3,4,7.537602002
CHEMBL1823266,Cc1c(Br)ccc2c1/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,388.221,2.47822,3,4,7.795880017
CHEMBL1823267,O=C(Cc1ccc(O)c(Cl)c1)N/N=C1\C(=O)Nc2ccccc21,active,329.743,2.0607,3,4,7.443697499
CHEMBL1823268,Cc1cccc2c1NC(=O)/C2=N\NC(=O)Cc1ccc(O)c(Cl)c1,active,343.77,2.36912,3,4,7.698970004
CHEMBL1823269,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)C(C)c1ccc(O)cc1,active,337.379,2.58514,3,4,7.795880017
CHEMBL1823270,O=C(Cc1ccncc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,349.177,2.4035,2,4,7.886056648
CHEMBL1823271,O=C(CCc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Cl)ccc(Cl)c21,active,378.215,3.1042,3,4,7.337242168
CHEMBL1823272,O=C(CCc1ccc(O)cc1)N/N=C1\C(=O)Nc2cccc(Cl)c21,active,343.77,2.4508,3,4,7.091514981
CHEMBL1823474,COc1cc(Cl)c2c(c1Cl)/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,active,394.214,2.7227,3,5,7.494850022
CHEMBL1823475,O=C(Cc1ccc(O)c(Br)c1)N/N=C1\C(=O)Nc2ccccc21,active,374.194,2.1698,3,4,7.26760624
CHEMBL1823477,Cc1ccc(Cl)c2c1NC(=O)/C2=N\NC(=O)C(C)c1ccc(O)cc1,active,357.797,2.93012,3,4,7.259637311
CHEMBL1823478,O=C(Nc1cccc(CC(=O)N2CCC(c3cc(Cl)ccc3Cl)=N2)c1)OCCCN1CCOCC1,active,519.429,4.4433,1,6,8.602059991
CHEMBL1823479,COc1cc2ncnc(Oc3ccc(NC(=O)NC(=O)c4c(F)cccc4F)nc3)c2cc1OC,active,481.415,4.0744,2,8,6.366531544
CHEMBL1823480,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3ccsc23)cc1,active,419.531,5.1443,2,5,6.853871964
CHEMBL1824867,Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccccc1,inactive,456.59,4.6102,1,5,5
CHEMBL1824870,N#Cc1ccccc1COc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N,inactive,481.6,4.48188,1,6,5
CHEMBL1824873,Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccc(Cl)cc1Cl,active,525.48,5.917,1,5,6.387216143
CHEMBL1824875,Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1c(F)ccc(F)c1Cl,active,527.015,5.5418,1,5,6.251811973
CHEMBL1824876,CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(F)ccc(F)c1Cl,active,541.042,6.1028,1,5,6.408935393
CHEMBL1824877,CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)cccc1Cl,active,539.507,6.478,1,5,6.853871964
CHEMBL1824878,CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,557.497,6.6171,1,5,7.698970004
CHEMBL1824881,CC(Oc1cc(C#N)cnc1N)c1c(Cl)ccc(F)c1Cl,inactive,326.158,4.12138,1,4,5
CHEMBL1824884,CC(Oc1cc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,557.497,6.6171,1,5,7.387216143
CHEMBL1824885,CC(Oc1cc(-c2ccc(C(=O)NCCN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,517.432,5.7423,2,5,6.943095149
CHEMBL1824886,CC(Oc1cc(-c2ccc(C(=O)N3C[C@H](C)N[C@H](C)C3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,517.432,5.7391,2,5,7.161780778
CHEMBL1824889,CC(Oc1cc(-c2nccs2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,384.263,5.3732,1,5,6.13076828
CHEMBL1824890,CC(Oc1cc(-c2cnoc2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,368.195,4.9047,1,5,6.283996656
CHEMBL1824891,CC(Oc1cc(-c2ccn[nH]2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,367.211,4.6398,2,4,6.224025669
CHEMBL1824892,CC(Oc1cc(-c2cn[nH]c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,367.211,4.6398,2,4,7.20481541
CHEMBL1824893,Cc1n[nH]c(C)c1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,active,395.265,5.25664,2,4,6.477555766
CHEMBL1824894,CC(Oc1cc(-c2cnn(C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,381.238,4.6502,1,5,7.358525889
CHEMBL1821759,CC(Oc1cc(-c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,409.292,5.6941,1,5,7.448550002
CHEMBL1824895,CC(Oc1cc(-c2cnn(C(C)(C)C(=O)NCCN(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,523.44,4.5261,2,7,7.185086819
CHEMBL1825130,CC(Oc1cc(-c2cnn(CC(=O)NCCCN(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,509.413,4.1811,2,7,7.119186408
CHEMBL1825131,CC(Oc1cc(-c2cnn(CC3(O)CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,481.355,4.6547,2,7,7.391473966
CHEMBL1825132,CC(Oc1cc(-c2cnn(CC3CNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,436.318,4.3326,2,6,7.343901798
CHEMBL1825133,CC(Oc1cc(-c2cnn(CC3CN(CC(N)=O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,493.37,3.5303,2,7,7.279014256
CHEMBL1825134,CC(Oc1cc(-c2cnn(C3CNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,422.291,4.2575,2,6,7.231361899
CHEMBL1825135,CC(Oc1cc(-c2cnn([C@H]3CCNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,436.318,4.6476,2,6,7.358525889
CHEMBL1825136,CC(Oc1cc(-c2cnn(C3CCCNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,450.345,5.0377,2,6,7.602059991
CHEMBL1825137,CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,451.329,5.4647,1,6,7.400116928
CHEMBL1825138,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,active,450.345,5.0377,2,6,7.73754891
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,inactive,658.48,4.4258,5,9,5
CHEMBL1922224,Cc1ccc(O)cc1CC[C@@H]1[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/CC(C)C,inactive,398.631,6.67502,2,2,4.468521083
CHEMBL518060,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/CC(C)C,inactive,396.615,6.88322,1,2,4.322393047
CHEMBL1922225,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)C(=O)CC[C@@]21C)C(C)C,inactive,410.642,7.27332,1,2,4.560667306
CHEMBL456936,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,inactive,398.631,7.10722,1,2,4.145693958
CHEMBL517956,Cc1ccc(O)cc1CC[C@H]1[C@@H]2CC[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O,inactive,400.647,6.89902,2,2,4.107905397
CHEMBL456294,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1C[C@H](O)[C@@H]2[C@H](C)CCCC(C)C,inactive,414.63,6.07802,2,3,4
CHEMBL515982,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@@]21C)C(C)C,inactive,412.658,7.06512,2,2,4
CHEMBL464351,Cc1ccc(O)cc1CC[C@H]1[C@@H]2C[C@H](O)[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O,inactive,416.646,5.86982,3,3,4
CHEMBL1922404,Cn1cc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)cn1,active,357.377,1.9571,1,7,8.698970004
CHEMBL1922405,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc12,active,353.385,3.2236,1,5,8.522878745
CHEMBL1921807,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cn[nH]c5)nn34)cccc12,active,343.35,1.9467,2,6,8.301029996
CHEMBL1922406,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(CCO)c5)nn34)cccc12,active,387.403,1.4124,2,8,8.698970004
CHEMBL1922407,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(C6CCNCC6)c5)nn34)cccc12,active,426.484,2.3446,2,8,7.568636236
CHEMBL1922408,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCC5)nn34)cccc12,active,346.394,2.1568,1,6,7.568636236
CHEMBL1922409,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCCC5)nn34)cccc12,active,360.421,2.5469,1,6,7.537602002
CHEMBL1922410,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccsc5)nn34)cccc12,active,359.414,3.2851,1,6,8.397940009
CHEMBL1922411,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccnc5)nn34)cccc12,active,354.373,2.6186,1,6,8.301029996
CHEMBL1922412,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5csc6ccccc56)nn34)cccc12,active,409.474,4.4383,1,6,7.853871964
CHEMBL1922413,Cc1ccccc1-c1ccc2nnc(Cc3cccc4c(=O)[nH]ccc34)n2n1,active,367.412,3.53202,1,5,7.142667504
CHEMBL1922414,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5Cl)nn34)cccc12,active,387.83,3.877,1,5,8.397940009
CHEMBL1922415,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(Cl)c5)nn34)cccc12,active,387.83,3.877,1,5,8.15490196
CHEMBL1922416,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(F)c5)nn34)cccc12,active,371.375,3.3627,1,5,8.522878745
CHEMBL1922417,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc([N+](=O)[O-])c5)nn34)cccc12,active,398.382,3.1318,1,7,8.397940009
CHEMBL1922418,N#Cc1cccc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)c1,active,378.395,3.09528,1,6,8.522878745
CHEMBL1922419,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(O)c5)nn34)cccc12,active,369.384,2.9292,2,6,8.522878745
CHEMBL1922420,COc1cccc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)c1,active,383.411,3.2322,1,6,8.301029996
CHEMBL1922421,Cn1ccc2c(Cc3nnc4ccc(-c5cccc(F)c5)nn34)cccc2c1=O,active,385.402,3.3731,0,6,7.13667714
CHEMBL1922422,CCn1ccc2c(Cc3nnc4ccc(-c5cccc(F)c5)nn34)cccc2c1=O,active,399.429,3.856,0,6,7.142667504
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,inactive,554.544,5.2325,2,5,4.522878745
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,inactive,527.669,5.98642,2,6,4.522878745
CHEMBL1927770,O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,active,666.647,8.1623,2,5,6.76700389
CHEMBL1927771,O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,active,666.647,8.1623,2,5,6.68613278
CHEMBL1927769,Cc1cc(C)cc(CC(=O)N[C@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c(n3)sc3ccccc34)cc2)c1,active,558.707,6.74154,2,5,6.252588192
CHEMBL1927768,Cc1cc(C)cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c(n3)sc3ccccc34)cc2)c1,active,558.707,6.74154,2,5,6.216811309
CHEMBL1927772,O=C(Cc1cc(F)cc(F)c1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,active,566.633,6.4029,2,5,6.119186408
CHEMBL1927625,Cc1cc(C)cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c5c(sc4n3)CCCC5)cc2)c1,active,562.739,6.46714,2,5,6.100726813
CHEMBL1933576,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,inactive,475.475,2.975,2,8,5
CHEMBL1933582,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,inactive,501.513,3.162,2,8,5
CHEMBL1933538,O=C(c1cc2cc(F)ccc2[nH]1)N1C[C@]2(CCN(C3CCCNC3)C2)c2ccccc21,inactive,418.516,3.6629,2,3,4.522878745
CHEMBL1933550,O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21,inactive,404.489,3.2728,2,3,4.522878745
CHEMBL1933551,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccccc5[nH]4)c4ccccc43)C2)CN1,inactive,414.553,3.9123,2,3,4.522878745
CHEMBL1933552,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccc(F)cc5[nH]4)c4ccccc43)C2)CN1,inactive,432.543,4.0514,2,3,4.522878745
CHEMBL1939320,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,707.991,5.4161,6,8,7.886056648
CHEMBL1939321,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(N)CC3(C)C)ncc1Cl,active,497.962,4.063,5,7,7.769551079
CHEMBL1939481,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)CN(C)C)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,697.09,4.4154,6,9,7.853871964
CHEMBL1939482,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(C)=O)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,654.021,4.8737,6,8,7.657577319
CHEMBL1939483,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)COC)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,684.047,4.5002,6,9,7.568636236
CHEMBL1939484,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)N2CCCC2)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,709.101,5.543,6,8,7.744727495
CHEMBL1939485,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)OC)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,active,670.02,5.0936,6,9,7.552841969
CHEMBL1939486,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl,active,593.969,4.7828,5,7,7.585026652
CHEMBL1939487,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl,active,593.969,4.7828,5,7,7.420216403
CHEMBL1939488,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)COC)CC3(C)C)ncc1Cl,active,570.025,3.8669,5,8,7.552841969
CHEMBL1939489,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)COC)CC3(C)C)ncc1Cl,active,570.025,3.8669,5,8,7.431798276
CHEMBL1939491,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)N2CCCC2)CC3(C)C)ncc1Cl,active,595.079,4.9097,5,7,7.619788758
CHEMBL1939492,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)N2CCCC2)CC3(C)C)ncc1Cl,active,595.079,4.9097,5,7,7.15490196
CHEMBL1939493,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)OC)CC3(C)C)ncc1Cl,active,555.998,4.4603,5,8,7.107905397
CHEMBL1939494,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)OC)CC3(C)C)ncc1Cl,active,555.998,4.4603,5,8,7.619788758
CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,inactive,363.248,2.95788,2,4,5
CHEMBL1949788,COc1ccc(C(=O)NC[C@@H](O)CO)cc1/C=C/c1ccc(Cl)cc1,inactive,361.825,2.602,3,4,4.301029996
CHEMBL1949789,COc1ccc(C(=O)NC[C@H](O)CO)cc1/C=C/c1ccc(Cl)cc1,inactive,361.825,2.602,3,4,4.301029996
CHEMBL1950193,CN1CCC2(CC1)C(=O)Nc1ccc(-c3cnc4nnn(Cc5ccc6ncccc6c5)c4n3)cc12,active,476.544,3.4003,1,8,6.643974143
CHEMBL1950194,CN1CCC2(CC1)C(=O)Nc1ccc(-c3ccc4[n+](n3)C(Cc3ccc5ncccc5c3)N=N4)cc12,active,476.564,4.3384,1,6,6.552841969
CHEMBL1950196,CN1CCC2(CC1)C(=O)Nc1ccc(-c3ncc4ncn(Cc5ccc6ncccc6c5)c4n3)cc12,inactive,475.556,4.0053,1,7,4.769551079
CHEMBL1950197,CN1CCC2(CC1)C(=O)Nc1cc(-c3cnc4nnn(Cc5ccc6ncccc6c5)c4n3)ccc12,active,476.544,3.4003,1,8,7.832682665
CHEMBL1950198,CN1CCC2(CC1)C(=O)Nc1cc(-c3ccc4[n+](n3)C(Cc3ccc5ncccc5c3)N=N4)ccc12,active,476.564,4.3384,1,6,6.657577319
CHEMBL1950199,CN1CCC2(CC1)C(=O)Nc1cc(-c3ncc4nnn(Cc5ccc6ncccc6c5)c4n3)ccc12,inactive,476.544,3.4003,1,8,4.886056648
CHEMBL1950200,CN1CCC2(CC1)C(=O)Nc1cc(-c3ncc4ncn(Cc5ccc6ncccc6c5)c4n3)ccc12,inactive,475.556,4.0053,1,7,4.823908741
CHEMBL1956070,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1,inactive,451.552,3.2229,2,9,1.698970004
CHEMBL1956069,COc1cccc(C(=O)c2sc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)nc2N)c1,inactive,451.596,4.2389,2,8,1.698970004
CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,inactive,279.339,3.7994,0,3,4.455931956
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,active,302.194,1.3128,4,8,6.236572006
CHEMBL1938680,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,inactive,381.863,4.2619,2,4,4.522878745
CHEMBL2032022,CCCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)cn2)c(=O)n1-c1ccccc1,active,509.566,5.35382,1,8,7.158015195
CHEMBL2032021,CCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)cn2)c(=O)n1-c1ccccc1,active,495.539,4.96372,1,8,6.974694135
CHEMBL2032020,CCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c(=O)n1-c1ccccc1,active,512.541,5.70782,1,7,7.204119983
