molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL3091722,C[C@@H](Oc1nc(-c2ccc3c(c2)C2(CCN(C)CC2)C(=O)N3)cnc1N)c1c(Cl)ccc(F)c1Cl,active,516.404,5.2272,2,6,7.638272164
CHEMBL3091724,C[C@@H](Oc1cc(-c2ccc3c(c2)C2(CCN(C)CC2)C(=O)N3)cnc1N)c1c(Cl)ccc(F)c1Cl,active,515.416,5.8322,2,5,7.698970004
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,active,302.238,1.988,5,7,6.236572006
CHEMBL3104853,COCc1c(C)c(O)c(O)c(O)c1C=O,inactive,212.201,1.07072,3,5,4.522878745
CHEMBL3104851,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O,active,374.301,1.98914,5,9,6.236572006
CHEMBL3109402,COc1cc2nc(C)oc2c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@H]32)c1O,inactive,383.532,6.19172,1,4,4
CHEMBL3109401,CC1=CCC[C@@H]2[C@@]1(C)CC[C@H](C)[C@@]2(C)CC1=C(O)C(=O)C=C(NCCC(C)C)C1=O,inactive,413.602,5.6588,2,4,4.394694954
CHEMBL3116236,COc1cc(N2C(=O)NC(=O)/C(=C\Nc3ccc(Oc4ccnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)c(F)c3)C2=O)c(OC)cc1Cl,active,749.196,5.4405,2,12,7.606951534
CHEMBL3116235,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,722.696,5.7887,2,10,8.089375595
CHEMBL3116234,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,707.134,5.5624,2,10,8.501689446
CHEMBL3116233,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5F)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,690.679,5.0481,2,10,8.078313525
CHEMBL3116232,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,672.689,4.909,2,10,8.501689446
CHEMBL3116231,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5c(C)cccc5C)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,682.753,5.38674,2,10,8.4867824
CHEMBL3116230,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,668.726,5.07832,2,10,8.571865206
CHEMBL3116229,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,654.699,4.7699,2,10,8.482804102
CHEMBL3116228,COc1cc(N2C(=O)NC(=O)/C(=C\Nc3ccc(Oc4ccnc5cc(OCCCN6CCOCC6)c(OC)cc45)c(F)c3)C2=O)c(OC)cc1Cl,active,736.153,5.5253,2,12,7.483861423
CHEMBL3116227,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,709.653,5.8735,2,10,7.672845488
CHEMBL3116226,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,694.091,5.6472,2,10,8.289036881
CHEMBL3116225,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5F)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,677.636,5.1329,2,10,7.907981529
CHEMBL3116224,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,659.646,4.9938,2,10,8.446116973
CHEMBL3116223,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5c(C)cccc5C)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,669.71,5.47154,2,10,8.518557371
CHEMBL3116222,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,655.683,5.16312,2,10,8.665546249
CHEMBL3116221,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,641.656,4.8547,2,10,8.3400838
CHEMBL3116220,COc1cc(N2C(=O)NC(=O)/C(=C\Nc3ccc(Oc4ccnc5cc(OCCCN6CCCC6)c(OC)cc45)c(F)c3)C2=O)c(OC)cc1Cl,active,720.154,6.2889,2,11,7.774690718
CHEMBL3116219,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,693.654,6.6371,2,9,8.124360063
CHEMBL3116218,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,678.092,6.4108,2,9,8.623423043
CHEMBL3116443,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5F)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,661.637,5.8965,2,9,7.906928694
CHEMBL3116442,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,643.647,5.7574,2,9,8.571865206
CHEMBL3116441,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5c(C)cccc5C)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,653.711,6.23514,2,9,8.628932138
CHEMBL3116440,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,639.684,5.92672,2,9,8.93930216
CHEMBL3116439,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,active,625.657,5.6183,2,9,8.473660723
CHEMBL3116438,COc1cc(N2C(=O)NC(=O)/C(=C\Nc3ccc(Oc4ccnc5cc(OCCCN6CCC(C)CC6)c(OC)cc45)c(F)c3)C2=O)c(OC)cc1Cl,active,748.208,6.925,2,11,7.717831222
CHEMBL3116437,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,721.708,7.2732,2,9,7.738737131
CHEMBL3116436,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,706.146,7.0469,2,9,8.316952962
CHEMBL3116435,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5F)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,689.691,6.5326,2,9,7.796967113
CHEMBL3116434,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,671.701,6.3935,2,9,8.510041521
CHEMBL3116244,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5c(C)cccc5C)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,681.765,6.87124,2,9,8.548213564
CHEMBL3116243,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,667.738,6.56282,2,9,8.785156152
CHEMBL3116242,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,653.711,6.2544,2,9,8.415668776
CHEMBL3116241,COc1cc(N2C(=O)NC(=O)/C(=C\Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3)C2=O)c(OC)cc1Cl,active,734.181,6.679,2,11,7.554240164
CHEMBL3116240,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,707.681,7.0272,2,9,7.73189027
CHEMBL3116239,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,692.119,6.8009,2,9,8.501689446
CHEMBL3116238,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5F)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,675.664,6.2866,2,9,8.032920266
CHEMBL3116237,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,657.674,6.1475,2,9,8.438898616
CHEMBL3116445,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5c(C)cccc5C)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,667.738,6.62524,2,9,8.42945706
CHEMBL3116444,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,653.711,6.31682,2,9,8.588380294
CHEMBL3116446,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,active,639.684,6.0084,2,9,8.36552273
CHEMBL3125890,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,inactive,554.525,6.64788,2,6,5
CHEMBL3125863,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,inactive,426.448,3.8199,2,5,4.301029996
CHEMBL3125862,O=c1[nH]c(CSc2nnc(NCC3CCCO3)s2)nc2sc(-c3ccccc3)cc12,inactive,457.606,4.3863,2,9,4.301029996
CHEMBL3220877,NCC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,488.47,3.3812,2,7,8.292429824
CHEMBL3220878,C[C@H](N)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,502.497,3.7697,2,7,8.920818754
CHEMBL3220879,C[C@@H](N)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,502.497,3.7697,2,7,8.920818754
CHEMBL3220880,C[C@H](O)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,503.481,3.8033,2,7,8.795880017
CHEMBL3220881,O=C(/C=C/[C@@H]1CCCN1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,554.573,4.7307,2,7,8.638272164
CHEMBL3220882,CN(C)C/C=C/C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,542.562,4.5403,1,7,8.585026652
CHEMBL3221107,CCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,502.497,4.6254,2,6,8.677780705
CHEMBL3221108,CCCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,516.524,5.0155,2,6,8.769551079
CHEMBL3221109,O=C(N1CCOCC1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,544.534,4.3481,1,7,8.292429824
CHEMBL3221111,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C#N)c4)c3c2)CC1,active,425.458,4.48918,1,5,7.632644079
CHEMBL3221113,CC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,active,442.485,4.8201,1,5,6.809668302
CHEMBL3221115,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C(N)=O)c4)c3c2)CC1,active,443.473,3.7164,2,5,6.189767482
CHEMBL3221116,CNC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,active,457.5,3.9771,2,5,6.48945499
CHEMBL3221121,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(N)c4)c3c2)CC1,active,415.463,4.1997,2,5,6.835647144
CHEMBL3221122,COC(=O)Nc1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,active,473.499,4.7958,2,6,6.628932138
CHEMBL3221123,CCNC(=O)Nc1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,active,486.542,4.7589,3,5,6.330683119
CHEMBL3221124,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(NS(C)(=O)=O)c4)c3c2)CC1,active,493.555,3.989,2,6,6.580044252
CHEMBL3221125,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,active,442.445,4.1537,1,7,8.408935393
CHEMBL3221126,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cccnc5c4)c3c2)CC1,active,451.496,5.1657,1,5,6.595166283
CHEMBL3221129,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cc[nH]c5c4)c3c2)CC1,active,439.485,5.0988,2,4,6.684029655
CHEMBL3221131,[2H]C(Nc1cc(C(F)(F)F)cc2ncc(N3CCN(C)CC3)cc12)c1cccc([N+](=O)[O-])c1,active,446.4511018,4.5257,1,6,9.045757491
CHEMBL3221132,[2H]C(Nc1cc(C(F)(F)F)cc2ncc(N3CCN(C(C)=O)CC3)cc12)c1cccc([N+](=O)[O-])c1,active,474.4611018,4.4424,1,6,8.795880017
CHEMBL3221133,[2H]C([2H])(O)CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,active,477.4832036,3.8882,2,7,8.522878745
CHEMBL3221134,[2H]C(Nc1cc(C(F)(F)F)cc2ncc(N3CCN(CC([2H])([2H])O)CC3)cc12)c1cccc([N+](=O)[O-])c1,active,478.4893053,3.8882,2,7,9.15490196
CHEMBL3263958,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,641.7,5.32602,1,10,8.15490196
CHEMBL3263959,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,654.743,5.24122,1,10,8.301029996
CHEMBL3263960,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCOCC1,active,633.698,6.3367,1,9,6.009661145
CHEMBL3263962,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,660.772,5.3924,1,10,6.248720896
CHEMBL3263964,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccsc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,662.809,6.7204,1,9,6.400116928
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,inactive,393.443,3.4051,1,7,4.903089987
CHEMBL1091644,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,inactive,421.504,4.8221,2,6,4.903089987
CHEMBL3263970,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(c2ccccc2)CN(C)CC3)ncc1Cl,active,513.045,5.5966,3,6,7.677780705
CHEMBL3263971,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,active,450.974,4.5682,3,6,8.22184875
CHEMBL3263972,CCCCC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,active,493.055,5.7385,3,6,8.552841969
CHEMBL3263973,C=C1CNCCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,active,434.931,4.1357,4,6,8.214670165
CHEMBL3263974,C=C1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,active,448.958,4.4779,3,6,8.193820026
CHEMBL3263975,C/C=C1\CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,active,462.985,4.868,3,6,8.187086643
CHEMBL3263976,C/C=C1/CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,active,462.985,4.868,3,6,8.283996656
CHEMBL3263977,CNC(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(C)CCCCC3)ncc1Cl,active,509.054,5.1861,3,7,6.148741651
CHEMBL3263978,CNC(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(C)CCCC3)ncc1Cl,active,495.027,4.796,3,7,7.48148606
CHEMBL3263979,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CNCC3)ncc1Cl,active,436.947,4.226,4,6,8.193820026
CHEMBL3263980,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(CC(=O)N(C)C)CC3)ncc1Cl,active,522.053,4.0266,3,7,8.142667504
CHEMBL3263981,CCC(=O)N1CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc2C(C)C1,active,493.011,4.875,3,6,8.619788758
CHEMBL3263982,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C(C)=O)CC3)ncc1Cl,active,478.984,4.4849,3,6,8.721246399
CHEMBL3263983,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(F)c1Cl,active,468.964,4.7073,3,6,6
CHEMBL3263984,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(NC)c1Cl,active,480.016,4.6099,4,7,6
CHEMBL3263985,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(N2CCOCC2)c1Cl,active,536.08,4.4048,3,8,6
CHEMBL3263986,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2sccc12,active,472.618,5.1295,3,7,6
CHEMBL3263987,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2cccnc12,active,467.577,4.463,3,7,6
CHEMBL3263988,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2ccccc12,active,466.589,5.068,3,6,6
CHEMBL3263989,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N4CCOCC4)n3)cc21,active,507.038,4.681,2,7,6
CHEMBL3263990,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)cc21,active,500.068,5.3907,2,7,7.200659451
CHEMBL3263991,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C4CC4)n3)cc21,active,498.052,5.1447,2,7,7.508638306
CHEMBL3263992,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,active,487.029,4.1167,3,7,7.508638306
CHEMBL3263993,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)cc21,active,452.99,3.5529,3,6,7.236572006
CHEMBL3260969,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)N5CCN(c6ccc(F)cc6)C5=O)cc4F)c3s2)c1,active,576.654,6.8892,1,7,7.568636236
CHEMBL3260948,Nc1nccc(Oc2ccc(NC(=O)CS(=O)(=O)Nc3ccccc3)cc2F)c1Cl,active,450.879,3.629,3,6,6.536853863
CHEMBL3260949,Cc1ccc(NS(=O)(=O)CC(=O)Nc2ccc(Oc3ccnc(N)c3Cl)c(F)c2)cc1,active,464.906,3.93742,3,6,6.30565809
CHEMBL3260950,Nc1nccc(Oc2ccc(NC(=O)CS(=O)(=O)Nc3ccc(F)cc3)cc2F)c1Cl,active,468.869,3.7681,3,6,6.428058365
CHEMBL3260951,Nc1nccc(Oc2ccc(NC(=O)C3CCCN(c4ccccc4)S3(=O)=O)cc2F)c1Cl,active,490.944,4.1859,2,6,6.772884917
CHEMBL3260952,Cc1ccc(N2CCCC(C(=O)Nc3ccc(Oc4ccnc(N)c4Cl)c(F)c3)S2(=O)=O)cc1,active,504.971,4.49432,2,6,6.781202002
CHEMBL3260953,Nc1nccc(Oc2ccc(NC(=O)C3CCCN(c4ccc(F)cc4)S3(=O)=O)cc2F)c1Cl,active,508.934,4.325,2,6,7.153662888
CHEMBL3260954,Nc1nccc(Oc2ccc(NS(=O)(=O)CC(=O)Nc3ccccc3)cc2F)c1Cl,active,450.879,3.629,3,6,6.996539468
CHEMBL3260956,Nc1nccc(Oc2ccc(NS(=O)(=O)CC(=O)Nc3ccc(F)cc3)cc2F)c1Cl,active,468.869,3.7681,3,6,6.363612414
CHEMBL3260960,Nc1nccc(Oc2ccc(NC(=O)C3CCCN(c4ccc(F)cc4)C3=O)cc2F)c1Cl,active,472.879,4.7694,2,5,6.369572125
CHEMBL3260961,Nc1nccc(Oc2ccc(NC(=O)C3(Cl)CCCN(c4ccc(F)cc4)C3=O)cc2F)c1Cl,active,507.324,5.1308,2,5,7.091514981
CHEMBL3091589,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,active,435.39,3.5325,2,7,7.408935393
CHEMBL3260962,O=C(Nc1ccc(Oc2ncnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,active,459.412,4.4316,2,6,7.698970004
CHEMBL3260964,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)n2)c(F)c1,active,479.443,3.9312,2,8,7.57024772
CHEMBL3260965,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ncnc3[nH]ccc23)c(F)c1,active,503.465,4.8303,2,7,7.304518324
CHEMBL3260966,COc1cc2nccc(Oc3ccc(NC(=O)c4c(I)ccn(-c5ccc(F)cc5)c4=O)cc3F)c2cc1OC,active,655.395,6.3303,1,7,9.15490196
CHEMBL3260967,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)c(F)c1,active,573.552,6.1244,1,8,9.045757491
CHEMBL3260968,COc1cc2nccc(Oc3ccc(NC(=O)c4c(OC)ccn(-c5ccc(F)cc5)c4=O)cc3F)c2cc1OC,active,559.525,5.7343,1,8,8.769551079
CHEMBL3263869,COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccnc(F)c4)n3)c(C)c2)cc1,inactive,449.507,6.01424,1,6,5
CHEMBL3290931,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCOCC1,active,707.681,6.40132,1,10,8.66756154
CHEMBL3290910,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCC1,active,691.682,7.16492,1,9,8.299296283
CHEMBL3290918,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCCC1,active,705.709,7.55502,1,9,8.249491605
CHEMBL3290903,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5OC(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,736.723,6.19632,1,11,8.08249449
CHEMBL3290896,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(F)c(F)c5)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCOCC1,active,675.664,5.66072,1,10,8.038104526
CHEMBL3290899,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)cc5Cl)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,720.629,8.08902,1,9,8.002176919
CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,active,501.514,5.5408,2,6,7.677780705
CHEMBL3287303,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccccc5)CC4)cc3)n2)c1,active,557.632,4.9145,3,8,8.055517328
CHEMBL3287304,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)n2)c1,active,575.622,5.0536,3,8,8.102372909
CHEMBL3287305,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(Cl)cc5)CC4)cc3)n2)c1,active,592.077,5.5679,3,8,7.488116639
CHEMBL3287306,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(Br)cc5)CC4)cc3)n2)c1,active,636.528,5.677,3,8,7.177831921
CHEMBL3287307,Cc1ccc(NC(=O)C2(C(=O)Nc3ccc(Oc4ccnc(Nc5cccc(CS(C)(=O)=O)c5)n4)cc3)CC2)cc1,active,571.659,5.22292,3,8,7.730487056
CHEMBL3287308,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(C(F)(F)F)cc5)CC4)cc3)n2)c1,active,625.629,5.9333,3,8,6.735182177
CHEMBL3287309,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)c(F)c3)n2)c1,active,593.612,5.1927,3,8,7.882728704
CHEMBL3287310,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)n2)c1,active,593.612,5.1927,3,8,8.173925197
